New Ground Bothell,Friends of Youth,New Ground Bothell,North King County,Bothell,Transitional Housing,Yes,,Yes,1590,5/31/2024,17,Young Adult (18 - 21) or (18 - 25),General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,"Covered by Behavioral Health Specialist, Referral","Referral, Yes - Behavioral Health Specialist",Referral,Shared Room,Occasional Hot Meals,Yes - Shared,No,Service Animal,N/A,Up to 18 Months,"Coordinated Entry, External Fill",5/31/2024 10:31 AM
New Ground Sandpoint,Friends of Youth,New Ground Sandpoint,Seattle,,Transitional Housing,,,Yes,1591,6/7/2024,14,Single Adults (All Genders),General - No additional specificity,,,,,,,,,,,,,,1/31/2025 4:46 PM
New Ground Totem Lake,Friends of Youth,New Ground Totem Lake,East King County,Kirkland,Transitional Housing,No,,Yes,1592,5/31/2024,4,Young Adult (18 -21),Youth (16-17),Yes,Yes - Housing Navigator/Specialist,Referral,Referral,Referral,Shared House,"Occasional Hot Meals, Residents responsible for their meals",Yes - Shared,No,Service Animal,Yes - General,Up to 18 Months,"Coordinated Entry, External Fill",5/31/2024 10:31 AM
Sea/King RRH for YA - FOY,Friends of Youth,Sea/King RRH for YA - FOY,Countywide,N/A,Rapid Rehousing,Yes,,Yes,2867,6/3/2024,24,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:18 PM
"Willows Youth Drop-in Center
",Friends of Youth,The Landing Day Center,East King County,Kirkland,Day Center,Yes,Bellevue,Yes,1616,11/18/22,,Young Adult (18-24),General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,SUD Provider On-site,MH Therapist On-site,Referral,N/A,Yes - Undefined,Yes - Shared,Yes,Service Animal w/documentation,Yes - General,N/A,Drop-in,1/24/2025 10:09 AM
Willows Youth Overnight Shelter,Friends of Youth,The Landing Shelter,East King County,Kirkland,Emergency Shelter,Yes,,Yes,1616,6/7/2024,15,Young Adult (18-24),General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,SUD Provider On-site,MH Therapist On-site,Referral,Congregate - General,Yes - Undefined,Yes - Shared,Yes,Service Animal w/documentation,Yes - General,Up to 90 Days,Coordinated Entry,1/24/2025 10:09 AM
Youth Haven Shelter - TLP,Friends of Youth,Youth Haven Shelter - TLP,East King County,Kirkland,Transitional Housing,No,Bellevue,Yes,4320,6/3/2024,4,Youth,Youth (16-17),Yes,Yes - Part of case management,Referral,Referral,Referral,Congregate - General,Yes - Three Meals A Day,Yes - Shared,No,Service Animal,Yes - General,6 Months or until 18th Birthday,"Community Partners (GENERAL), ""Department of Children, Youth, and Family"", Self Referral",6/3/2024 1:58 PM
Youth Haven Shelter HOPE,Friends of Youth,Youth Haven Shelter HOPE,East King County,Kirkland,Emergency Shelter,Yes,,Yes,2957,6/3/2024,4,Youth,Youth (7-17),Yes,Yes - Part of case management,Referral,Referral,Referral,Congregate - General,Yes - Three Meals A Day,Yes- Unclear,No,Service Animal,Yes - General,Up to 30 Days (Flexible),"Community Partners (GENERAL), ""Department of Children, Youth, and Family"", Self Referral",6/3/2024 1:18 PM
Youth Haven Shelter RHY,Friends of Youth,Youth Haven Shelter RHY,East King County,Kirkland,Emergency Shelter,Yes,,Yes,1595,5/31/2024,12,Youth,Youth (7-17),Yes,Yes - Part of case management,Referral,Referral,Referral,Congregate - General,Yes - Three Meals A Day,Yes- Unclear,No,Service Animal,Yes - General,Up to 21 Days,"Community Partners (GENERAL), ""Department of Children, Youth, and Family"", Self Referral",5/31/2024 10:32 AM
FUSION,FUSION,FUSION,South King County,Federal Way,Transitional Housing,No,,Yes,1210,5/31/2024,50,Families with Children at least one under 18,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Partnering Agency,Partnering Agency,No,"Scattered Site, Single Room Occupancy - Apartments",Units have Kitchens,Yes - In-Unit,Yes,Yes,Yes - General,Up to 18 Months,"Agency-specific Intake Line, Community Partners (GENERAL)",5/31/2024 10:18 AM
PA-FFC,FUSION,PA-FFC,South King County,Federal Way,Emergency Shelter,Yes,,Yes,4362,6/3/2024,118,Families with Children under 18,General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,Partnering Agency,Partnering Agency,No,Single Room Occupancy - Hotel Room,"Community Partners - Food Pantries, Occasional Hot Meals, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,Yes - General,Up to 90 Days (Extensions of 30 day increments),"Agency-specific Intake Line, Faith-Based Partners Referral Partner, School District",6/3/2024 1:59 PM
HEP treatment and drop in hours,Hepatitis Education Program,HEP treatment and drop in hours,Seattle,Seattle Council Dst 3,Day Center,No,,No,N/A,11/18/22,,Unclear,General - No additional specificity,Yes,Unclear,Yes,Referral,"Formalized Partnerships, Yes - Visiting Nurse",N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 10:13 AM
Burien Day Center,Highline United Methodist Church,Burien Day Center,South King County,Burien,Day Center,No,,No,,,,"Single Adults and Couples, Families with Children under 18, Young Adult (18-24)",General - No additional specificity,Referral Partner,Partnering Agency,Partnering Agency,Partnering Agency,No,N/A,Yes - Undefined,Yes- Unclear,Yes,Yes,No,N/A,Drop-in,6/11/2024 4:55 PM
4-Plex,Hopelink,4-Plex,East King County,Kirkland,Transitional Housing,No,,Yes,3465,6/3/2024,12,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Other Health Care,Townhomes,"Community Partners - Food Pantries, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Community Partners (GENERAL), Coordinated Entry, External Fill",1/24/2025 9:50 AM
Attain - Master Leasing,Hopelink,Attain - Master Leasing,East King County,Kirkland,Transitional Housing,No,,Yes,4045,6/3/2024,16,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Other Health Care,Townhomes,"Community Partners - Food Pantries, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Community Partners (GENERAL), Coordinated Entry, External Fill",1/24/2025 9:50 AM
Avondale Park Shelter,Hopelink,Avondale Park Shelter,East King County,Redmond,Emergency Shelter,No,Bellevue,Yes,1719,6/3/2024,32,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Congregate - General,"Community Partners - Food Pantries, Occasional Hot Meals",Yes - Shared,Yes,Service Animal,Yes - General,Up to 90 Days (Flexibility),"Community Partners (GENERAL), Coordinated Entry",6/3/2024 11:11 AM
Avondale Park TH-Subsidized,Hopelink,Avondale Park TH-Subsidized,East King County,Redmond,Transitional Housing,No,Bellevue,Yes,1665,5/31/2024,153,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Townhomes,"Community Partners - Food Pantries, Occasional Hot Meals, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,Yes - General,Up to 2 Years (Flexibility),"Community Partners (GENERAL), Coordinated Entry, Direct Referrals from Safe Parking Programs",5/31/2024 10:55 AM
Avondale Park TH-Unsubsidized,Hopelink,Avondale Park TH-Unsubsidized,East King County,Redmond,Transitional Housing,No,Bellevue,Yes,1677,5/31/2024,13,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Townhomes,"Community Partners - Food Pantries, Occasional Hot Meals, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,Yes - General,Up to 2 Years (Flexibility),"Community Partners (GENERAL), Coordinated Entry, Direct Referrals from Safe Parking Programs",5/31/2024 10:56 AM
Duplex,Hopelink,Duplex,East King County,Bellevue,Transitional Housing,No,,Yes,3470,6/3/2024,12,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Other Health Care,Townhomes,"Units have Kitchens, Community Partners - Food Pantries",Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Community Partners (GENERAL), Coordinated Entry, External Fill",1/24/2025 9:50 AM
Duvall Place,Hopelink,Duvall Place,Snoqualmie Valley,Duvall,Permanent Housing,No,,Yes,1663,5/31/2024,24,Families with Children at least one under 18,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,No,Townhomes,Unclear,Unclear,Yes,Unclear,N/A,N/A,Unclear,5/31/2024 10:54 AM
Heritage Park,Hopelink,Heritage Park,North King County,Bothell,Permanent Housing,No,,Yes,1666,5/31/2024,45,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Single Room Occupancy - General,"Community Partners - Food Pantries, Occasional Hot Meals, Units have Kitchens",Yes - In-Unit,Yes - With Background Check,Service Animal,N/A,N/A,Coordinated Entry,5/31/2024 10:55 AM
Hopelink Place,Hopelink,Hopelink Place,East King County,Bellevue,Permanent Housing,No,Bellevue,Yes,2000,6/3/2024,60,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Single Room Occupancy - General,"Community Partners - Food Pantries, Occasional Hot Meals, Units have Kitchens",Yes - In-Unit,Yes - With Background Check,Service Animal,N/A,N/A,"Community Partners (GENERAL), Coordinated Entry, School District",6/3/2024 11:32 AM
Kenmore Shelter,Hopelink,Kenmore Shelter,North King County,Kenmore,Emergency Shelter,No,,Yes,1667,5/31/2024,33,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Referral,Referral,Single Room Occupancy - General,"Community Partners - Food Pantries, Occasional Hot Meals",Yes - Shared,Yes,Service Animal,Yes - General,Up to 90 Days,"Community Partners (GENERAL), Coordinated Entry, Family Shelter Intake Line",5/31/2024 10:55 AM
Kensington Court (KCHA Project Based Voucher),Hopelink,Kensington Court (KCHA Project Based Voucher),East King County,Bellevue,Transitional Housing,No,,Yes,3469,6/3/2024,30,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Other Health Care,Townhomes,"Community Partners - Food Pantries, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Community Partners (GENERAL), Coordinated Entry, External Fill",1/24/2025 9:50 AM
Petter Court 1,Hopelink,Petter Court 1,East King County,Kirkland,Transitional Housing,No,,Yes,3463,6/3/2024,18,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Apartments,"Units have Kitchens, Community Partners - Food Pantries",Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Community Partners (GENERAL), Coordinated Entry, External Fill",1/24/2025 9:50 AM
Petter Court 2 (KCHA Project Based Voucher),Hopelink,Petter Court 2 (KCHA Project Based Voucher),East King County,Kirkland,Transitional Housing,No,,Yes,3464,6/3/2024,18,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Apartments,"Units have Kitchens, Community Partners - Food Pantries",Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Community Partners (GENERAL), Coordinated Entry, External Fill",1/24/2025 9:50 AM
Salisbury Court,Hopelink,Salisbury Court,East King County,Kirkland,Transitional Housing,No,,Yes,3466/1822,6/3/2024,36,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Apartments,"Community Partners - Food Pantries, Units have Kitchens",Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Community Partners (GENERAL), Coordinated Entry, External Fill",1/24/2025 9:50 AM
Salisbury Court Permanent Low-Income,Hopelink,Salisbury Court Permanent Low-Income,East King County,Kirkland,Permanent Housing,,,,5488,,8,Families with Children under 18,,,,,,,,,,,,,,,1/31/2025 3:42 PM
Hospitality House (Burien),Hospitality House,Hospitality House (Burien),South King County,Burien,Emergency Shelter,Yes,"Burien, Auburn, Covington, Des Moines, SeaTac, Tukwila",Yes,1697,6/3/2024,9,Single Adult Women,General - No additional specificity,Yes,Yes - Part of case management,Referral,Yes - A part of case management,Formalized Partnerships,Congregate - General,Yes - Three Meals A Day,Yes - Shared,No,No,Yes - General,Up to 90 Days (Flexibility),"Local Service Providers (GENERAL), Hospitals",6/3/2024 11:09 AM
30 Bellevue,Imagine Housing,30 Bellevue,East King County,Bellevue,Permanent Housing,,,Yes,3928,,88,,,,,,,,,,,,,,,,1/24/2025 10:05 AM
Andrew's Glen,Imagine Housing,Andrew's Glen,East King County,Bellevue,Permanent Supportive Housing,No,,Yes,4590,6/4/2024,10,"Single Adults (All Genders), Single Adult Women, Single Adult Men",General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Single Room Occupancy - General,Units have Kitchens,Yes - In-Unit,Unclear,Unclear,N/A,N/A,Unclear,6/4/2024 11:45 AM
Athene Apartments KCHA Subsidy,Imagine Housing,Athene Apartments KCHA Subsidy,East King County,Kirkland,Permanent Housing,,,Yes,3317,6/7/2024,12,,,,,,,,,,,,,,,,6/7/2024 11:07 AM
Athene Apartments Unsubsidized,Imagine Housing,Athene Apartments Unsubsidized,East King County,Kirkland,Permanent Housing,,,Yes,3318,6/7/2024,8,,,,,,,,,,,,,,,,6/7/2024 11:07 AM
Chalet,Imagine Housing,Chalet,East King County,Bellevue,Permanent Housing,No,,Yes,4591,6/4/2024,9,"Single Adults (All Genders), Single Adult Women, Single Adult Men",General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Single Room Occupancy - General,Units have Kitchens,Yes - In-Unit,Unclear,Unclear,N/A,N/A,Unclear,6/4/2024 11:45 AM
Johnson Hill,Imagine Housing,Johnson Hill,East King County,Issaquah,Permanent Housing,No,,Yes,4589,6/4/2024,42,"Single Adults (All Genders), Single Adult Women, Single Adult Men",General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Single Room Occupancy - General,Units have Kitchens,Yes - In-Unit,Unclear,Unclear,N/A,N/A,Unclear,6/4/2024 11:45 AM
Rose Crest,Imagine Housing,Rose Crest,East King County,Issaquah,Permanent Housing,,,Yes,4588,6/7/2024,49,,,,,,,,,,,,,,,,6/7/2024 11:09 AM
VASH - Kirkland B,Imagine Housing,VASH - Kirkland B,East King County,Kirkland,Permanent Supportive Housing,No,,No,3393,6/3/2024,13,"Families with Children at least one under 18, Single Adult Women, Single Adult Men, Single Adults (All Genders)",Veterans,Yes,Yes - Undefined,Yes,Unclear,Unclear,Single Room Occupancy - General,Units have Kitchens,Yes - In-Unit,Unclear,Unclear,N/A,N/A,"Unclear, VA/VOLT",6/3/2024 1:28 PM
VASH- Kirkland A,Imagine Housing,VASH- Kirkland A,East King County,Kirkland,Permanent Supportive Housing,No,,No,3388,6/3/2024,6,"Single Adult Women, Single Adult Men",Veterans,Unclear,Unclear,Unclear,Unclear,Unclear,Single Room Occupancy - General,Units have Kitchens,Yes - In-Unit,Unclear,Unclear,N/A,N/A,"Unclear, VA/VOLT",6/3/2024 1:27 PM
Hygiene Day Center,Immanuel Community Services,Hygiene Day Center,Seattle,Seattle Council Dst 7,Day Center,No,,Yes,2239,11/18/22,,Unclear,General - No additional specificity,Yes,Unclear,Referral,Referral,Unclear,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Drop-in,4/14/2023 10:13 AM
Recovery Program,Immanuel Community Services,Recovery Program,Seattle,Seattle Council Dst 7,Emergency Shelter,Yes,,Yes,2333,6/3/2024,12,Single Adult Men,"In pro-active recovery drugs, alcohol, or behavioral health challenges",Yes,Yes - Housing Navigator/Specialist,Partnering Agency,Partnering Agency,No,Congregate - General,"Yes - Undefined, Kitchen Access",Yes - Shared,No,No,Yes - General,Up to 12 Months,Local Service Providers (GENERAL),6/3/2024 11:58 AM
Day Center,Immanuel Lutheran,Day Center,Seattle,Seattle Council Dst 7,Day Center,No,,No,N/A,11/18/22,,"Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Referral,No,No,No,N/A,Yes - Three Meals A Day,Yes - Shared,Yes,Yes,Unclear,N/A,Unclear,4/14/2023 10:13 AM
Bridges to Housing,Interim CDA,Bridges to Housing,Seattle,Seattle,Rapid Rehousing,No,,Yes,2340,11/18/22,1,Women and Children,"Asian American and Pacific Islander Serving, Domestic Violence, Immigrant and Refugee Serving",Unclear,Unclear,Yes,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/14/2023 1:44 PM
DV Solace Transitional Housing,Interim CDA,DV Solace Transitional Housing,Seattle,Seattle,Transitional Housing,No,,Yes,2049,6/3/2024,10,"Single Adult Women, Women and Children",Domestic Violence,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes- Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 11:54 AM
IDHA Housing Stability and Homeless Prev - RRH,Interim CDA,IDHA Housing Stability and Homeless Prev - RRH,Countywide,N/A,Rapid Rehousing,Yes,,Yes,2880,6/3/2024,26,Unclear,General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:18 PM
Jubilee Women's Center,Jubilee Women's Center,Jubilee Women's Center,Seattle,Seattle,Transitional Housing,No,,No,3389,6/3/2024,42,"Single Adult Women, Young Adult (18 - 21) or (18 - 25)",Veterans,Yes,Yes - Undefined,No,No,No,Shared House,Kitchen Access,Yes - Shared,No,No,N/A,N/A,Unclear,6/3/2024 1:27 PM
KCHA VASH,King County Housing Authority,"KCHA VASH
",Countywide,N/A,Permanent Supportive Housing,No,,No,3390,6/7/2024,819,"Single Adult Men, Single Adult Women",Veterans,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Yes- Unclear,Unclear,Unclear,N/A,N/A,Unclear,6/7/2024 11:15 AM
System Advocate- RRH,King County Regional Homelessness Authority,System Advocate- RRH,Countywide,,Rapid Rehousing,,,Yes,5016,6/10/2024,141,,,,,,,,,,,,,,,,6/10/2024 11:35 AM
Aurora Oaks,Lake City Partners Ending Homelessness,North King County Enhanced Shelter at the Oaks,North King County,Shoreline,Emergency Shelter,Yes,,Yes,4552,6/4/2024,60,"Single Adults (All Genders), Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Part of case management,"Referral, Yes",Yes - A part of case management,Yes - Health Services Team,Single Room Occupancy - General,Yes - Two Meals A Day,Yes - Shared,Yes,Yes,N/A,Non-Time Limited,Community Partners (GENERAL),6/4/2024 11:43 AM
God's Li'l Acre Day Center,Lake City Partners Ending Homelessness,God's Li'l Acre Day Center,Seattle,Seattle Council Dst 5,Day Center,Yes,,Yes,3853,11/18/22,,"Single Adults (All Genders), Single Adult Women, Single Adult Men, Single Adults and Couples",General - No additional specificity,N/A,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,12/18/2023 4:26 PM
Kenmore Senior Women's Shelter,Lake City Partners Ending Homelessness,Kenmore Senior Women's Shelter,North King County,Kenmore,Emergency Shelter,,,Yes,,2/5/2025,30,Single Adult Women,Older adults (50+),,,,,,Congregate - General,Yes - Three Meals and Snacks,Yes - Shared,,,Unclear,,"Internal Outreach Team, Community Partners (GENERAL)",2/5/2025 3:28 PM
LWUMC Safe Parking Program,Lake Washington United Methodist Church,LWUMC Safe Parking Program,East King County,Kirkland,Safe Parking,No,,No,4705,4/14/23,,"Families with Children under 18, Single Adult Women",Vehicle Residents in Passenger Vehicles,Referral Partner,Yes - Part of case management,Referral,Referral,Referral,Parking Space,"Kitchen Access, Occasional Hot Meals",No,No,Yes,No,Non-Time Limited,"211, Emergency Responders, Word of Mouth",4/17/2023 2:39 PM
Lifewire Regional RRH-DV (CoC),LifeWire,Lifewire Regional RRH-DV (CoC),Countywide,N/A,Rapid Rehousing,Yes,,Yes,3994,6/3/2024,53,Women and Children,Domestic Violence,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:47 PM
Lifewire Regional RRH-Expansion (CoC),LifeWire,Lifewire Regional RRH-Expansion (CoC),Countywide,N/A,Rapid Rehousing,Yes,,Yes,3949,6/3/2024,14,Women and Children,Domestic Violence,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,6/3/2024 1:45 PM
LifeWire Shelter,LifeWire,LifeWire Shelter,East King County,Undisclosed,Emergency Shelter,Yes,Bellevue,DV Agency,2006,6/3/2024,55,Women and Children,Domestic Violence,Yes,Yes - Part of case management,"Referral, Partnering Agency","Partnering Agency, Referral","Formalized Partnerships, Referral",Congregate - General,"No, Units have Kitchens",Yes- Unclear,Yes,Yes,No,Up to 90 Days,DVHopeline,6/3/2024 11:32 AM
My Friend’s Place JC-RRH,LifeWire,My Friend’s Place JC-RRH,Countywide,N/A,Rapid Rehousing,Yes,,Yes,4569,11/18/22,13,Women and Children,Domestic Violence,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,Unclear,N/A,Unclear,Unclear,4/14/2023 10:13 AM
My Friend’s Place JC-TH,LifeWire,My Friend’s Place JC-TH,East King County,Undisclosed,Transitional Housing,Yes,Bellevue,DV Agency,3967,6/3/2024,35,"Single Adult Women, Women and Children",Domestic Violence,Yes,Yes - Part of case management,"Referral, Partnering Agency","Partnering Agency, Referral","Referral, Formalized Partnerships",Shared House,"Community Partners - Food Pantries, Units have Kitchens",Yes- Unclear,Yes,Yes,Yes - General,Unclear,Unclear,6/3/2024 1:46 PM
Sasha's House,Lighthouse NW,Sasha's House,South King County,Des Moines,Transitional Housing,No,,No,5176,6/7/2024,10,"Women and Children, Single Adult Women",Domestic Violence,Yes,Yes - Part of case management,Referral,Referral,No,Shared House,"Kitchen Access, Occasional Hot Meals",Yes - In-Unit,No,Unclear,Unclear,Up to 2 Years,Community Partners (GENERAL),6/7/2024 11:18 AM
Arion Court,Low Income Housing Institute (LIHI),Arion Court,Seattle,Seattle,Permanent Housing,No,,Yes,1827,6/3/2024,36,Single Adult Men,General - No additional specificity,Yes,Yes - Undefined,No,No,No,Single Room Occupancy - General,Unclear,Yes- Unclear,No,No,N/A,N/A,Local Service Providers (GENERAL),6/3/2024 11:23 AM
August Wilson Place - PH,Low Income Housing Institute (LIHI),August Wilson Place - PH,East King County,Bellevue,Permanent Housing,No,,Yes,4924,6/10/2024,34,"Single Adult Men, Single Adult Women",General - No additional specificity,Unclear,Unclear,Unclear,Unclear,Unclear,"Single Room Occupancy - Apartments, Single Room Occupancy - Studio Apartments",Units have Kitchens,Yes - In-Unit,Unclear,Unclear,N/A,N/A,Unclear,6/10/2024 11:49 AM
August Wilson Place - PSH,Low Income Housing Institute (LIHI),August Wilson Place - PSH,East King County,Bellevue,Permanent Supportive Housing,No,,Yes,4923,6/10/2024,14,"Families with Children at least one under 18, Single Adults (All Genders)",General - No additional specificity,Yes,Yes - Housing Navigator/Specialist,No,No,No,"Single Room Occupancy - Apartments, Single Room Occupancy - Studio Apartments",Units have Kitchens,Yes - In-Unit,Yes,Service Animal,Yes - Private Unit,N/A,"Coordinated Entry, VA/VOLT, DSHS",6/10/2024 11:50 AM
Broadway House,Low Income Housing Institute (LIHI),Broadway House,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,1923,6/3/2024,8,Single Adult Women,General - No additional specificity,Yes,Yes - Undefined,Referral,Referral,Referral,Single Room Occupancy - General,Unclear,Yes- Unclear,No,No,Yes - General,N/A,Local Service Providers (GENERAL),6/3/2024 11:24 AM
Camp Second Chance,Low Income Housing Institute (LIHI),Camp Second Chance,Urban Unincorporated King County,White Center Area,Tiny House Village,Yes,,Yes,3119,6/3/2024,76,"Single Adult Women, Single Adult Men, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Yes - Part of case management,Partnering Agency,Partnering Agency,No,Tiny House,"Kitchen Access, Yes - One Meal A Day",Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),HOPE team,6/3/2024 1:22 PM
Columbia Court Supportive Housing,Low Income Housing Institute (LIHI),Columbia Court Supportive Housing,Seattle,Seattle,Transitional Housing,No,,Yes,1820,6/3/2024,40,Families with Children under 18,General - No additional specificity,Yes,Yes - Part of case management,Yes,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Apartments,Occasional Hot Meals,Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Internal Outreach Team, Local Service Providers (GENERAL)",6/3/2024 11:22 AM
Denny Park Apartments,Low Income Housing Institute (LIHI),Denny Park Apartments,Seattle,Seattle,Transitional Housing,No,,Yes,1924,6/3/2024,32,"Families with Children under 18, Single Adult Women, Single Adult Men",General - No additional specificity,Yes,Yes - Part of case management,Yes,Yes - Behavioral Health Specialist,Yes - Other Health Care,Single Room Occupancy - Apartments,Occasional Hot Meals,Yes - In-Unit,Yes,Service Animal,N/A,Up to 2 Years,"Internal Outreach Team, Local Service Providers (GENERAL)",6/3/2024 11:25 AM
Friendship Heights Village,Low Income Housing Institute (LIHI),Friendship Heights Village,Seattle,Seattle Council Dst 5,Tiny House Village,Yes,,Yes,4629,6/7/2024,46,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Yes - Part of case management,"Yes, Partnering Agency",Yes - A part of case management,No,Tiny House,"Kitchen Access, Yes - Two Meals A Day",Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),HOPE team,6/7/2024 10:14 AM
Frye Hotel,Low Income Housing Institute (LIHI),Frye Hotel,Seattle,Seattle,Permanent Housing,No,,Yes,1819,6/3/2024,46,"Single Adult Men, Single Adult Women",General - No additional specificity,Yes,No,"Referral, Partnering Agency",Partnering Agency,Yes - Other Health Care,Single Room Occupancy - General,Unclear,Yes- Unclear,Possible,No,N/A,N/A,HUD waitlist,6/3/2024 11:22 AM
Georgetown Village,Low Income Housing Institute (LIHI),Georgetown Village,Seattle,Seattle Council Dst 2,Tiny House Village,Yes,,Yes,3111,6/3/2024,44,"Single Adult Men, Single Adult Women, Single Adults (All Genders), Single Adults and Couples, Young Adult (18 - 21) or (18 - 25)",General - No additional specificity,Yes,Yes - Part of case management,Partnering Agency,Partnering Agency,Formalized Partnerships,Tiny House,"Yes - One Meal A Day, Kitchen Access",Yes - Shared,Yes,Yes,N/A,Up to 90 Days (Extensions of 30 day increments),HOPE team,6/3/2024 1:21 PM
Gossett Place,Low Income Housing Institute (LIHI),Gossett Place,Seattle,Seattle,Permanent Supportive Housing,No,,Yes,4920,6/10/2024,73,"Single Adults (All Genders), Single Adult Women, Single Adult Men",General - No additional specificity,Yes,No,Referral,Partnering Agency,Yes - Other Health Care,Single Room Occupancy - Studio Apartments,Community Partners - Food Pantries,Yes - In-Unit,Unclear,Service Animal,N/A,Non-Time Limited,Local Service Providers (GENERAL),6/10/2024 11:52 AM
GPD TIP The Clay Apartments PH,Low Income Housing Institute (LIHI),GPD TIP The Clay Apartments PH,Seattle,Seattle,Permanent Housing,No,,Yes,4612,6/7/2024,20,"Single Adult Women, Single Adult Men, Single Adults and Couples",Veterans,Yes,Yes - Part of case management,Yes,Yes - A part of case management,Yes - Other Health Care,Single Room Occupancy - Studio Apartments,Yes - Undefined,Yes - In-Unit,Yes,Service Animal,N/A,Non-Time Limited,Unclear,6/7/2024 10:13 AM
