id,title,description,category,tags,address,city,state,zip,phone,email,website,hours,audience,services,image_url,latitude,longitude,is_featured,is_approved,created_at,updated_at,user_id,click_count,schedule,action_urls,rating,review_count
329,Royal Brisbane and Women's Hospital,Major hospital serving Brisbane and Australia,Healthcare,"medical,emergency,surgery,research",Butterfield St,Herston,WA,4029,+61 7-3636-8111,,https://www.health.qld.gov.au,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Australian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/health.qld.gov.au,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
330,Perth Food Bank,Food distribution network serving Perth and Australia,Food Assistance,"food,hunger,nutrition,distribution",1 Wellington St,Perth,WA,6000,+61 8-9325-9999,,https://www.foodbankwa.org.au,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/foodbank.org.au,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
331,Royal Perth Hospital,Major hospital serving Perth and Australia,Healthcare,"medical,emergency,surgery,research",Wellington St,Perth,WA,6000,+61 8-9224-2244,,https://www.health.wa.gov.au,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Australian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/health.wa.gov.au,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
332,Adelaide Food Bank,Food distribution network serving Adelaide and Australia,Food Assistance,"food,hunger,nutrition,distribution",1 King William St,Adelaide,WA,5000,+61 8-8231-4166,,https://www.foodbanksa.org.au,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/foodbank.org.au,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,1,,[],,
333,Royal Adelaide Hospital,Major hospital serving Adelaide and Australia,Healthcare,"medical,emergency,surgery,research",Port Rd,Adelaide,WA,5000,+61 8-7074-0000,,https://www.sahealth.sa.gov.au,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Australian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/sahealth.sa.gov.au,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
334,Canberra Food Bank,Food distribution network serving Canberra and Australia,Food Assistance,"food,hunger,nutrition,distribution",1 Constitution Ave,Canberra,WA,2601,+61 2-6205-0000,,https://www.foodbankact.org.au,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/foodbank.org.au,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
335,Canberra Hospital,Major hospital serving Canberra and Australia,Healthcare,"medical,emergency,surgery,research",Yamba Dr,Garran,WA,2605,+61 2-6244-1111,,https://www.health.act.gov.au,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Australian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/health.act.gov.au,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
336,Cape Town Food Bank,Food distribution network serving Cape Town and South Africa,Food Assistance,"food,hunger,nutrition,distribution",1 Buitengracht St,Cape Town,WA,8001,+27 21-465-6655,,https://www.foodbank.org.za,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/foodbank.org.za,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
337,Groote Schuur Hospital,Major hospital serving Cape Town and South Africa,Healthcare,"medical,emergency,surgery,research",Main Rd,Observatory,WA,7925,+27 21-404-9111,,https://www.uct.ac.za,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, South African residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/grooteSchuurHospital.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
338,Johannesburg Food Bank,Food distribution network serving Johannesburg and South Africa,Food Assistance,"food,hunger,nutrition,distribution",1 Commissioner St,Johannesburg,WA,2001,+27 11-836-9755,,https://www.foodbank.org.za,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/foodbank.org.za,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
339,Chris Hani Baragwanath Hospital,Major hospital serving Johannesburg and South Africa,Healthcare,"medical,emergency,surgery,research",Chris Hani Rd,Soweto,WA,1864,+27 11-933-4000,,https://www.gauteng.gov.za,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, South African residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/gauteng.gov.za,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
340,"Willows Youth Drop-in Center
",Friends of Youth provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,East King County,WA,,,,,,Young Adult (18-24),,https://logo.clearbit.com/youthcare.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
341,Nairobi Food Bank,Food distribution network serving Nairobi and Kenya,Food Assistance,"food,hunger,nutrition,distribution",1 Harambee Ave,Nairobi,WA,00100,+254 20-222-0000,,https://www.foodbankkenya.org,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/hungernothingafrica.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
342,Kenyatta National Hospital,Major hospital serving Nairobi and Kenya,Healthcare,"medical,emergency,surgery,research",Hospital Rd,Nairobi,WA,00232,+254 20-271-5555,,https://www.knh.co.ke,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Kenyan residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/knh.go.ke,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
343,Lagos Food Bank,Food distribution network serving Lagos and Nigeria,Food Assistance,"food,hunger,nutrition,distribution",1 Victoria Island,Lagos,WA,101241,+234 1-277-7000,,https://www.lagosfoodbank.org,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/hungernothingafrica.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
344,Lagos University Teaching Hospital,Major hospital serving Lagos and Nigeria,Healthcare,"medical,emergency,surgery,research",Idi-Araba,Lagos,WA,100254,+234 1-845-8000,,https://www.luth.org.ng,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Nigerian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/luth.edu.ng,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
345,Cairo Food Bank,Food distribution network serving Cairo and Egypt,Food Assistance,"food,hunger,nutrition,distribution",1 Tahrir Square,Cairo,WA,11511,+20 2-2792-0000,,https://www.egyptianfoodbank.org,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/egyptianfoodbank.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
346,Cairo University Hospital,Major hospital serving Cairo and Egypt,Healthcare,"medical,emergency,surgery,research",Kasr Al Ainy St,Cairo,WA,11562,+20 2-2363-5252,,https://www.cu.edu.eg,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Egyptian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/cu.edu.eg,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
347,São Paulo Food Bank,Food distribution network serving São Paulo and Brazil,Food Assistance,"food,hunger,nutrition,distribution",1 Praça da Sé,São Paulo,WA,01001-000,+55 11-3101-0000,,https://www.bancodealimentos.org.br,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/bancodealimentos.org.br,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
348,Hospital das Clínicas,Major hospital complex serving São Paulo and Brazil,Healthcare,"medical,emergency,surgery,research",Av Dr Enéas de Carvalho Aguiar 255,São Paulo,WA,05403-000,+55 11-2661-0000,,https://www.hc.fm.usp.br,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Brazilian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/fm.usp.br,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
349,Rio de Janeiro Food Bank,Food distribution network serving Rio de Janeiro and Brazil,Food Assistance,"food,hunger,nutrition,distribution",1 Cinelândia,Rio de Janeiro,WA,20040-020,+55 21-2334-0000,,https://www.bancodealimentos.org.br,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/bancodealimentos.org.br,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
350,Hospital Federal de Bonsucesso,Major hospital serving Rio de Janeiro and Brazil,Healthcare,"medical,emergency,surgery,research",Av Londres 616,Rio de Janeiro,WA,21041-040,+55 21-3882-9000,,https://www.saude.rj.gov.br,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Brazilian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/gov.br,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
351,Buenos Aires Food Bank,Food distribution network serving Buenos Aires and Argentina,Food Assistance,"food,hunger,nutrition,distribution",1 Plaza de Mayo,Buenos Aires,WA,C1085AAA,+54 11-4342-0000,,https://www.bancodealimentos.org.ar,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/bancodealimentos.org.ar,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
352,Hospital Italiano de Buenos Aires,Major hospital serving Buenos Aires and Argentina,Healthcare,"medical,emergency,surgery,research",Gascón 450,Buenos Aires,WA,C1181ACH,+54 11-4958-0000,,https://www.hospitalitaliano.org.ar,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Argentine residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/hospitalitaliano.org.ar,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
353,Lima Food Bank,Food distribution network serving Lima and Peru,Food Assistance,"food,hunger,nutrition,distribution",1 Plaza de Armas,Lima,WA,15001,+51 1-427-0000,,https://www.bancodealimentos.org.pe,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/bancodealimentos.org.ar,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
354,Hospital Edgardo Rebagliati Martins,Major hospital serving Lima and Peru,Healthcare,"medical,emergency,surgery,research",Av Rebagliati 490,Lima,WA,15038,+51 1-417-0000,,https://www.essalud.gob.pe,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Peruvian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/essalud.gob.pe,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
355,Bogotá Food Bank,Food distribution network serving Bogotá and Colombia,Food Assistance,"food,hunger,nutrition,distribution",1 Plaza de Bolívar,Bogotá,WA,110001,+57 1-381-0000,,https://www.bancodealimentos.org.co,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/bancodealimentos.org.ar,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
356,Hospital Universitario Fundación Santa Fe,Major hospital serving Bogotá and Colombia,Healthcare,"medical,emergency,surgery,research",Calle 7 # 24-51,Bogotá,WA,110231,+57 1-603-0303,,https://www.fsfb.org.co,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Colombian residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/fsfb.org.co,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
357,Santiago Food Bank,Food distribution network serving Santiago and Chile,Food Assistance,"food,hunger,nutrition,distribution",1 Plaza de Armas,Santiago,WA,8320000,+56 2-2642-0000,,https://www.bancodealimentos.cl,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/bancodealimentos.org.ar,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
358,Clínica Alemana de Santiago,Major hospital serving Santiago and Chile,Healthcare,"medical,emergency,surgery,research",Av Vitacura 5950,Santiago,WA,7650568,+56 2-210-1000,,https://www.clinicaalemana.cl,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Chilean residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/clinicaalemana.cl,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
359,Mexico City Food Bank,Food distribution network serving Mexico City and Mexico,Food Assistance,"food,hunger,nutrition,distribution",1 Zócalo,Mexico City,WA,06000,+52 55-5512-0000,,https://www.bancodealimentos.org.mx,Mon-Fri 9AM-5PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/bancodealimentos.org.mx,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
360,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,Major hospital serving Mexico City and Mexico,Healthcare,"medical,emergency,surgery,research",Vasco de Quiroga 15,Mexico City,WA,14080,+52 55-5487-0900,,https://www.inz.mx,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Mexican residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/innsz.mx,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
361,Rose of Lima at Bakhita Gardens,Catholic Community Services provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
362,RRH Family CCS,Catholic Community Services provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Countywide,WA,,,,,,Families with Children at least one under 18,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
363,RRH for Single Adults - King County,Catholic Community Services provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Countywide,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders)",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
364,RRH Supportive Services for Veteran Families CCS,Catholic Community Services provides essential rapid rehousing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
365,Sacred Heart Shelter,Catholic Community Services provides essential emergency shelter services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
366,Santa Teresita del Nino Jesus,Catholic Community Services provides essential permanent housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Families with Children under 18,,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
367,Single Adults RRH CCS,Catholic Community Services provides essential rapid rehousing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Countywide,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders)",,https://logo.clearbit.com/ccsww.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
368,Spruce Park Apartments,Catholic Community Services provides essential transitional housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Families with Children at least one under 18,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
369,St. John's Safe Parking,Catholic Community Services provides essential safe parking services to the community. This program specifically focuses on vehicle residents in passenger vehicles. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Vehicle Residents in Passenger Vehicles,,South East King County,WA,,,,,,,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
370,St. Margaret's Place,Catholic Community Services provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,,,Seattle,WA,,,,,,,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
371,Sunset Court,Catholic Community Services provides essential permanent supportive housing services to the community. This program specifically focuses on veterans. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Veterans,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
372,The Inn,Catholic Community Services provides essential emergency shelter services to the community. This program specifically focuses on individuals living with serious mental illness. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individuals living with Serious Mental Illness,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
373,The Inn Safe Haven,Catholic Community Services provides essential safe haven services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men",,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
374,Thea Bowman Apartments - CoC,Catholic Community Services provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
375,VASH - Kent A,Catholic Community Services provides essential permanent supportive housing services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,South King County,WA,,,,,,,,https://logo.clearbit.com/va.gov,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
376,Wintonia,Catholic Community Services provides essential permanent supportive housing services to the community. This program specifically focuses on individuals living with substance use disorder. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Individuals living with Substance Use Disorder,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
377,Womens Wellness Center,Catholic Community Services provides essential day center services to the community. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,General - No additional specificity,,Seattle,WA,,,,,,Single Adult Women,,https://logo.clearbit.com/desc.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
378,"?al?al ""Home""",Chief Seattle Club provides essential permanent housing services to the community. This program specifically focuses on native american serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Native American Serving,,Seattle,WA,,,,,,Single Adults (All Genders),,https://logo.clearbit.com/chiefseattleclub.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
379,Chief Seattle Club - Day Center,Chief Seattle Club provides essential day center services to the community. This program specifically focuses on native american serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Native American Serving,,Seattle,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders)",,https://logo.clearbit.com/chiefseattleclub.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
380,Chief Seattle Club - Rapid Rehousing Single Adults,Chief Seattle Club provides essential rapid rehousing services to the community. This program specifically focuses on native american serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Native American Serving,,Countywide,WA,,,,,,"Single Adult Women, Single Adult Men, Single Adults (All Genders)",,https://logo.clearbit.com/chiefseattleclub.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
381,Chief Seattle Club - Shelter/Rapid Rehousing,Chief Seattle Club provides essential rapid rehousing services to the community. This program specifically focuses on native american serving. Committed to supporting neighbors with dignity and respect.,Housing / Shelter,Native American Serving,,Countywide,WA,,,,,,,,https://logo.clearbit.com/chiefseattleclub.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
382,San Francisco Food Bank,Food distribution network serving San Francisco Bay Area,Food Assistance,"food,hunger,nutrition,distribution",900 Pennsylvania Ave,San Francisco,WA,94107,(415) 282-1900,,https://www.sf-foodbank.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/sf-foodbank.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
383,UCSF Medical Center,Major academic medical center serving San Francisco Bay Area,Healthcare,"medical,emergency,surgery,research",505 Parnassus Ave,San Francisco,WA,94143,(415) 476-1000,,https://www.ucsfhealth.org,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, research patients","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/ucsfhealth.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
384,Los Angeles Food Bank,Food distribution network serving Los Angeles County,Food Assistance,"food,hunger,nutrition,distribution",1730 E 41st St,Los Angeles,WA,90058,(323) 234-3030,,https://www.lafoodbank.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/lafoodbank.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
385,Cedars-Sinai Medical Center,Major medical center serving Los Angeles and Southern California,Healthcare,"medical,emergency,surgery,research",8700 Beverly Blvd,Los Angeles,WA,90048,(310) 423-3277,,https://www.cedars-sinai.org,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, celebrity patients","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/cedars-sinai.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
386,Chicago Food Bank,Food distribution network serving Chicago and Illinois,Food Assistance,"food,hunger,nutrition,distribution",4100 W 35th St,Chicago,WA,60632,(773) 247-3663,,https://www.chicagosfoodbank.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/chicagosfoodbank.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
387,Northwestern Memorial Hospital,Major academic medical center serving Chicago and Illinois,Healthcare,"medical,emergency,surgery,research",251 E Huron St,Chicago,WA,60611,(312) 926-2000,,https://www.nmh.org,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, research patients","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/nmh.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
388,Houston Food Bank,Food distribution network serving Houston and Texas Gulf Coast,Food Assistance,"food,hunger,nutrition,distribution",535 Portwall St,Houston,WA,77029,(713) 223-3700,,https://www.houstonfoodbank.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/houstonfoodbank.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
389,Houston Methodist Hospital,Major medical center serving Houston and Texas Gulf Coast,Healthcare,"medical,emergency,surgery,research",6565 Fannin St,Houston,WA,77030,(713) 790-3000,,https://www.houstonmethodist.org,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Texas residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/houstonmethodist.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
390,Philadelphia Food Bank,Food distribution network serving Philadelphia and Pennsylvania,Food Assistance,"food,hunger,nutrition,distribution",302 W Berks St,Philadelphia,WA,19122,(215) 235-7043,,https://www.philabundance.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/philabundance.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
391,Hospital of the University of Pennsylvania,Major academic medical center serving Philadelphia and Pennsylvania,Healthcare,"medical,emergency,surgery,research",3400 Spruce St,Philadelphia,WA,19104,(215) 662-2000,,https://www.pennmedicine.upenn.edu,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, research patients","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/pennmedicine.upenn.edu,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
392,Detroit Food Bank,Food distribution network serving Detroit and Michigan,Food Assistance,"food,hunger,nutrition,distribution",2131 Beaubien St,Detroit,WA,48207,(313) 929-2520,,https://www.gcfb.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/gcfb.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
393,Henry Ford Hospital,Major medical center serving Detroit and Michigan,Healthcare,"medical,emergency,surgery,research",2799 W Grand Blvd,Detroit,WA,48202,(313) 876-2000,,https://www.henryford.com,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, Michigan residents","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/henryford.com,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
394,Boston Food Bank,Food distribution network serving Boston and Massachusetts,Food Assistance,"food,hunger,nutrition,distribution",70 Amory St,Boston,WA,02130,(617) 427-3200,,https://www.gbfb.org,Mon-Fri 8AM-4PM,"Low-income residents, families","Food distribution, nutrition programs, hunger relief",https://logo.clearbit.com/gbfb.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
395,Massachusetts General Hospital,Major academic medical center serving Boston and Massachusetts,Healthcare,"medical,emergency,surgery,research",55 Fruit St,Boston,WA,02114,(617) 726-2000,,https://www.massgeneral.org,"24/7 Emergency, Clinics Mon-Fri 8AM-5PM","General public, research patients","Emergency care, surgery, research, specialty medicine",https://logo.clearbit.com/massgeneral.org,,,False,True,2026-03-18 02:26:55.28848,2026-03-18 02:26:55.28848,,0,,[],,
